annee;numCommune;nbEtablissements;nbEcrans;nbFauteuils;nbMultiplexes;nbSeances;nbEntrees;recettes;tauxOccupation;nbCinemasAE;RME;indiceFrequentation;populationCommune
2018;74010;7;20;4396;1;27671;839064;6149278,01;17,56610549;5;7,328735365;6,675449902;2937
2019;74010;7;20;4396;1;28264;898258;6769442,32;18,51812988;5;7,536189291;7,146387258;8678
2020;74010;6;18;3208;1;14078;283122;2045109,07;11,79679424;5;7,223419833;2,252470285;34831
1960;6004;;5;2869;;;395438;148946,1962;;;0,376661313;11,15827196;666
1961;6004;;5;2869;;;369882;139267,9703;;;0,376519999;10,43714552;2970
1962;6004;;5;2869;;;347222;136867,2032;;;0,394177797;9,797736956;75404
1963;6004;;5;2869;;;315495;136163,651;;;0,43158735;8,902480318;13657
1964;6004;;5;2854;;;301481;143178,4401;;;0,47491696;8,507040266;1554
1965;6004;;5;2854;;;321703;158099,5401;;;0,49144565;9,077654561;78794
1966;6004;;6;3162;;;262257;150498,4321;;;0,573858589;5,515742318;12496
1967;6004;;6;3162;;;256482;163422,7548;;;0,637170464;5,394283551;1196
1968;6004;;6;2979;;;201322;131903,7681;;;0,655188047;4,234168297;3889
1969;6004;;6;2979;;;159863;112528,2602;;;0,703904345;3,362210024;217
1970;6004;;4;2171;;;140655;107627,7866;;;0,765189908;2,958230803;5811
1971;6004;;4;2120;;;118290;95228,65066;;;0,805043965;2,113831308;12259
1972;6004;;4;2120;;;123696;102418,9086;;;0,827988848;2,210436026;4734
1973;6004;;4;2120;;;119183;102053,3358;;;0,856274266;2,129789135;19355
1974;6004;;4;2120;;;111007;106356,0569;;;0,958102254;1,983684775;43620
1975;6004;;4;1522;;;113070;119783,0041;;;1,059370338;2,020550393;125694
1976;6004;;4;1516;;;108005;131219,272;;;1,214937012;1,930039314;5463
1977;6004;;4;1516;;;100146;138971,457;;;1,387688544;1,789599714;10951
1978;6004;;6;1436;;;122229;209645,7542;;;1,715188329;1,944494822;4753
1979;6004;;6;1536;;;150410;299383,9535;;;1,990452453;2,392815667;3823
1980;6004;;6;1536;;;145888;309785,55;;;2,123447782;2,320876883;5315
1981;6004;;5;1129;;;141063;335422,9012;;;2,377823392;2,244117787;2883
1982;6004;;5;1129;;;136014;376295,0925;;;2,766590884;2,163795161;16534
1983;6004;;5;1129;;;130252;394946,4675;;;3,032172001;2,072129687;9919
1984;6004;;5;1129;;;108082;342899,9157;;;3,172590401;1,719435562;500
1985;6004;;5;1129;;;101743;349983,3068;;;3,439876029;1,618590814;1866
1986;6004;;4;729;;;93846;398156,309;;;4,24265615;1,340561388;2370
1987;6004;;3;457;;;69613;322087,3548;;;4,626827673;0,9944004;45105
1988;6004;;3;457;;;66074;318807,803;;;4,825011396;0,943846868;3039
1989;6004;;3;457;;;77697;414213,7503;;;5,331142133;1,109877866;9732
1990;6004;;3;457;;;93274;507210,622;;;5,437856445;1,332390544;111103
1991;6004;;3;457;;;87063;494672,3657;;;5,681774872;1,243668309;171057
1992;6004;1;3;457;;2505;94868;558090,5456;24,60295231;;5,882811333;1,355160346;171057
1993;6004;1;3;457;;3658;114758;682443,6663;20,27834618;;5,9468069;1,639282908;6840
1994;6004;1;3;457;;3152;95433;585748,4561;19,75000259;;6,137797786;1,363231198;2300
1995;6004;1;3;457;;3528;113676;710007,6682;20,85335182;;6,245888914;1,569850301;2414
1996;6004;1;3;457;;4176;118702;736280,7318;18,78484514;;6,202766018;1,639258686;6112
1997;6004;1;3;457;;4330;129474;790260,6421;19,88350075;;6,103624219;1,78801856;2200
1998;6004;1;3;457;;4043;158125;983132,2785;26,55947138;;6,217437334;2,183685025;440
1999;6004;1;3;457;;4041;129942;800549,4263;21,55257776;;6,160821184;1,794481578;45786
2000;6004;1;3;457;;4068;136411;825726,3815;22,29699358;;6,053224311;1,883817599;6081
2001;6004;1;3;457;;4027;159326;993467,2547;26,76070295;;6,235437121;2,200270673;4633
2002;6004;1;3;457;;3872;137760;905341,86;23,31347108;;6,571877613;1,902447108;25572
2003;6004;1;3;457;;4137;126163;828145,8;20,71213509;;6,564094069;1,669860892;2975
2004;6004;1;3;457;;4548;147083;956934,08;21,47234696;;6,506082144;1,946752611;4351
2005;6004;1;3;456;;4276;124298;791679,2;19,60390949;;6,369203044;1,645176234;9822
2006;6004;1;3;456;;4384;138748;887860,85;21,31246755;;6,399089356;1,836068177;69784
2007;6004;1;3;456;;4302;128753;817195,35;19,92435884;;6,347000458;1,706332167;69784
2008;6004;1;3;456;;4471;136710;871960,45;20,40670103;;6,378176066;1,825843072;1812
2009;6004;1;3;456;;4286;137140;880845,35;21,46125581;;6,422964489;1,831585977;9512
2010;6004;1;3;456;;4438;150963;995495,6;22,81593456;;6,594301915;2,016200334;5029
2011;6004;1;3;456;;4555;137526;878351,5;20,17338497;;6,386803223;1,836741235;1892
2012;6004;1;3;456;;4726;137363;865281,1;19,54282511;;6,299229778;1,834564274;45097
2013;6004;1;3;456;;5003;124525;777251;16,7871866;;6,241726561;1,663105175;5959
2014;6004;1;3;456;;5217;133361;816284,4;17,09802443;;6,120862921;1,781115192;40593
2015;6004;1;3;456;;5123;135933;820163,7;17,75321576;;6,03358787;1,815465776;12387
2016;6004;1;3;456;;5211;136199;828712,7;17,3321524;;6,084572574;1,819018364;405
2017;6004;1;3;456;;5298;134126;855385,9;17,04700426;;6,377480131;1,79133222;40665
2018;6004;1;3;456;;5531;130418;824899,7;15,72453074;;6,325044856;1,741809683;34895
2019;6004;1;3;456;;5189;137474;878281,1;17,73187685;1;6,388706955;1,836046745;23558
2020;6004;1;3;456;;2322;34463;220164,3;9,890116197;1;6,388425268;0,46027379;6686
1960;92002;;;;;;;;;;;;471941
1961;92002;;;;;;;;;;;;136252
1962;92002;;;;;;;;;;;;136252
1963;92002;;;;;;;;;;;;10963
1964;92002;;;;;;;;;;;;11595
1965;92002;;;;;;;;;;;;583
1966;92002;;;;;;;;;;;;13183
1967;92002;;;;;;;;;;;;62479
1968;92002;;;;;;;;;;;;8838
1969;92002;;;;;;;;;;;;2672
1970;92002;;;;;;;;;;;;11039
1971;92002;;;;;;;;;;;;4727
1972;92002;;;;;;;;;;;;8173
1973;92002;;;;;;;;;;;;23797
1974;92002;;;;;;;;;;;;85771
1975;92002;;;;;;;;;;;;15884
1976;92002;;;;;;;;;;;;1580
1977;92002;;;;;;;;;;;;4175
1978;92002;;;;;;;;;;;;12805
1979;92002;;;;;;;;;;;;7468
1980;92002;;;;;;;;;;;;9441
1981;92002;;;;;;;;;;;;5199
1982;92002;;;;;;;;;;;;1623
1983;92002;;;;;;;;;;;;7662
1984;92002;;;;;;;;;;;;14512
1985;92002;;;;;;;;;;;;28921
1986;92002;;;;;;;;;;;;2675
1987;92002;;;;;;;;;;;;24433
1988;92002;;;;;;;;;;;;6768
1989;92002;;;;;;;;;;;;2680
1990;92002;;;;;;;;;;;;3959
1991;92002;;;;;;;;;;;;2989
1992;92002;1;1;238;;1039;82733;292780,0145;33,45694389;;3,538854079;1,432085302;160649
1993;92002;1;1;238;;964;80836;286927,9541;35,23309739;;3,549507078;1,399248758;30100
1994;92002;1;1;238;;1075;89234;313646,1689;34,87746727;;3,514872906;1,544615811;26371
1995;92002;1;1;238;;1263;97623;369359,5769;32,47669614;;3,783530284;1,630991563;17563
1996;92002;1;1;238;;1224;97898;392297,9708;33,60589334;;4,007211289;1,635585999;35296
1997;92002;1;1;238;;1297;98178;402533,0929;31,80513532;;4,10003354;1,640263971;23347
1998;92002;1;1;238;;1324;97340;417111,4875;30,89060398;;4,285098495;1,62626347;5065
1999;92002;1;1;238;;1254;85336;362619,3485;28,59287256;;4,249312699;1,425712138;20789
2000;92002;1;1;238;;1204;75333;317015,2922;26,28946928;;4,208186215;1,258591596;136252
2001;92002;1;1;238;;1279;83686;352421,8813;27,49193501;;4,211240606;1,398145518;21090
2002;92002;1;1;238;;1308;90114;382931,92;28,94726698;1;4,249416517;1,505538384;19340
2003;92002;1;1;238;;1381;86621;364767,6;26,35436506;1;4,211075836;1,410926327;36694
2004;92002;1;1;238;;1383;99195;461763,75;30,13634955;1;4,655111145;1,615737951;20796
2005;92002;1;1;293;;1351;80904;369145,65;20,43840614;1;4,562761421;1,317804961;59333
2006;92002;1;1;293;;1482;96777;443995,2;22,28724213;1;4,587817353;1,570443334;42428
2007;92002;1;1;293;;1460;87404;399272,9;20,43199776;1;4,568130749;1,415976801;139992
2008;92002;1;1;293;;1518;86156;410809;19,3707366;1;4,768199545;1,396120627;27146
2009;92002;1;1;293;;1534;94733;469866,8;21,07697647;1;4,959906263;1,535107193;197580
2010;92002;1;1;293;;1526;91137;448156,3;20,3832098;1;4,9173914;1,476835572;42428
2011;92002;1;1;293;;926;54288;262248,8;20,00899314;1;4,83069555;0,879713503;42428
2012;92002;1;1;293;;761;29961;145190,3;13,43705292;1;4,845976436;0,485505015;59333
2013;92002;1;1;293;;1509;56057;262979,3;12,67864938;1;4,691283872;0,908379381;59333
2014;92002;1;4;665;;5772;207664;1075596,6;21,65006923;1;5,179504392;3,365105087;183216
2015;92002;1;4;665;;6025;213256;1137438,7;21,46756501;1;5,333677364;3,455721022;185654
2016;92002;1;4;665;;5966;234820;1241121,9;23,84588825;1;5,285418193;3,805156293;21053
2017;92002;1;4;665;;6012;233335;1279227,9;23,49223705;1;5,482366126;3,781092512;33988
2018;92002;1;4;665;;6059;223111;1235493,9;22,25737071;1;5,537575019;3,615417025;8385
2019;92002;1;4;665;;6050;239468;1339018,8;23,89130051;1;5,591639802;3,880475118;4346
2020;92002;1;4;665;;2990;85492;468581,9;17,30186999;1;5,481002901;1,385360795;142668
1960;95018;;9;5845;;;561684;123403,5158;;;0,219702743;6,823094958;68462
1961;95018;;9;5845;;;521600;129399,3356;;;0,248081548;6,336171815;49475
1962;95018;;9;5845;;;504766;144928,0974;;;0,287119373;6,131679644;26069
1963;95018;;9;5845;;;440239;141097,8159;;;0,320502763;5,347833481;44410
1964;95018;;7;4405;;;432587;148849,2386;;;0,344090873;5,254880286;3493
1965;95018;;6;3830;;;365384;135666,9721;;;0,371299707;4,438527229;132874
1966;95018;;6;3830;;;328091;124292,1411;;;0,378834351;3,626116269;132874
1967;95018;;5;3480;;;287929;119688,943;;;0,415689087;3,182239169;2690
1968;95018;;5;3359;;;275109;121426,8618;;;0,441377279;3,040550398;125694
1969;95018;;5;3336;;;240316;116146,4852;;;0,483307334;2,656012378;125694
1970;95018;;7;3338;;;266951;136794,0277;;;0,512431224;2,950386826;35234
1971;95018;;9;3530;;;222155;174942,4124;;;0,787479068;2,166731688;1928
1972;95018;;10;3628;;;435029;507134,614;;;1,165748982;4,242943529;3084
1973;95018;;13;3314;;;482409;658242,8421;;;1,364491214;4,70505218;3212
1974;95018;;13;3284;;;682405;995573,9477;;;1,45891948;6,655661758;10481
1975;95018;;13;3284;;;691239;1093994,881;;;1,582657924;6,741821906;40721
1976;95018;;13;3324;;;675746;1196785,917;;;1,771058826;6,590714913;11557
1977;95018;;11;2311;;;641172;1184959,837;;;1,848115384;6,253506291;83782
1978;95018;;10;2016;;;687787;1375679,503;;;2,000153395;7,213514846;6285
1979;95018;;10;2016;;;664922;1448126,935;;;2,177889941;6,973706567;5539
1980;95018;;10;2016;;;635344;1473838,072;;;2,319748155;6,663492297;3496
1981;95018;;10;2016;;;678119;1877362,693;;;2,768485609;7,112116794;3708
1982;95018;;10;2016;;;670746;2072022,404;;;3,089131212;7,034788719;883
1983;95018;;10;2016;;;643624;2126656,778;;;3,304191232;6,750332994;92130
1984;95018;;10;2016;;;585923;1991183,416;;;3,398370462;6,145164504;7335
1985;95018;;10;2016;;;510982;1823732,196;;;3,569073266;5,359182774;1495
1986;95018;;10;2016;;;443523;1885096,316;;;4,250278601;4,764146687;2622
1987;95018;;10;2016;;;296504;1339327,657;;;4,517064381;3,184927387;11862
1988;95018;;10;2016;;;207729;1000078,026;;;4,814339964;2,231341841;15611
1989;95018;;10;2016;;;92356;372545,7248;;;4,033800996;0,992051216;54881
1990;95018;;10;2017;;;110965;437968,3196;;;3,946905056;1,191941652;54881
1991;95018;;10;2017;;;82996;323908,061;;;3,902694841;0,891509839;27197
1992;95018;1;4;1023;;4711;83793;337058,8316;7,050084179;;4,022517771;0,900070895;5724
1993;95018;1;4;1023;;4590;137921;601584,4026;11,70976432;;4,36180424;1,481492223;14509
1994;95018;1;4;1023;;4659;126272;590731,7095;10,60909543;;4,678247827;1,356363324;10432
1995;95018;1;4;1023;;4679;127215;610837,2957;10,66363225;;4,80161377;1,353912794;24995
1996;95018;1;4;1023;;4734;112321;532208,5137;9,307071804;;4,738281476;1,195400219;45710
1997;95018;1;4;1023;;4795;114447;522813,5381;9,233588067;;4,568171626;1,218026628;45710
1998;95018;1;4;1023;;4607;122659;585632,5948;10,44182758;;4,774477167;1,305424591;51716
1999;95018;1;4;1023;;4789;91340;404714,6383;7,415182859;;4,430858751;0,972105448;13617
2000;95018;1;4;1023;;4748;89023;395227,1262;7,383327942;;4,439606912;0,947446281;2902
2001;95018;1;4;1023;;4202;71080;311433,9812;6,695963864;;4,381457248;0,756484073;20249
2002;95018;1;4;1023;;4016;75907;337180,6;7,428476921;1;4,442022475;0,807856451;3896
2003;95018;1;4;1023;;4093;62444;260135,7;5,965364128;1;4,16590385;0,607172028;3896
2004;95018;2;4;1023;;4072;66855;283020,2;6,480539963;2;4,233343804;0,65006223;5815
2005;95018;2;4;954;;3775;55222;219874,6;6,094289211;2;3,981648618;0,536949166;139163
2006;95018;1;1;128;;284;6913;26457,9;19,01683539;;3,827267467;0,065861931;4434
2007;95018;1;1;128;;1151;22811;82998,9;15,48313966;;3,638547192;0,21355215;1812
2008;95018;1;1;128;;1239;28785;104165,8;18,15034806;;3,618752823;0,260762039;9840
2009;95018;2;4;954;;3402;60744;265728,2;8,934504715;1;4,374558804;0,550277204;17978
2010;95018;2;4;954;;3670;64635;276122;8,557458831;1;4,272019804;0,585525601;2287
2011;95018;2;4;954;;3840;79102;328715,6;9,906473234;2;4,155591515;0,716581512;9996
2012;95018;2;4;954;;3496;76249;307531,5;10,26259119;2;4,033252895;0,690736312;2761
2013;95018;2;4;954;;3538;73757;301771,7;10,43110678;2;4,091431322;0,668161394;106260
2014;95018;2;4;954;;3685;73128;295355;9,49025318;2;4,038877038;0,662463311;49322
2015;95018;2;4;954;;3582;58586;236566,7;7,575534229;2;4,037939098;0,530727978;49322
2016;95018;2;4;954;;3640;65788;273650,9;8,767349659;1;4,159586855;0,595970577;2211
2017;95018;2;4;954;;4166;71731;324327,3;7,974426162;1;4,52143843;0,64980795;42292
2018;95018;2;4;954;;4401;73016;328621,5;7,87460339;2;4,500677934;0,661448708;33004
2019;95018;2;4;954;;4365;83936;378251;9,19929243;2;4,506421559;0,760372504;74285
2020;95018;2;4;954;;2347;27544;121237;5,389561345;2;4,401575661;0,249519875;74285
1960;13004;;5;3870;;;450083;107696,6935;;;0,239281851;10,73364018;74285
1961;13004;;5;3870;;;403134;103409,2174;;;0,256513262;9,613994086;74285
1962;13004;;5;3870;;;373453;104253,1751;;;0,279160095;8,906157588;45996
1963;13004;;5;3870;;;366197;114156,4157;;;0,311734983;8,73311552;7305
1964;13004;;5;3670;;;349400;117056,6058;;;0,335021768;8,332538395;215
1965;13004;;5;3670;;;303739;110815,4955;;;0,364837889;7,2436087;4168
1966;13004;;5;3670;;;259873;98217,71854;;;0,377945068;5,677305894;41483
1967;13004;;5;3650;;;251838;108308,7763;;;0,430073207;5,501769564;933
1968;13004;;5;3650;;;228315;103213,0155;;;0,452064102;4,987875213;21037
1969;13004;;5;3585;;;197714;101880,916;;;0,515294395;4,319351597;4784
1970;13004;;5;3585;;;205105;116458,5483;;;0,567799656;4,480818805;20133
1971;13004;;5;2961;;;191992;119288,0021;;;0,621317566;3,835314329;45390
1972;13004;;4;1711;;;214119;162534,5869;;;0,759085307;4,277332747;45390
1973;13004;;5;1833;;;187651;158457,033;;;0,844424133;3,748596656;8906
1974;13004;;5;1833;;;186940;190199,9674;;;1,017438576;3,734393416;605
1975;13004;;5;1591;;;182466;210532,855;;;1,153819643;3,645018878;10849
1976;13004;;6;1509;;;153727;196096,3905;;;1,275614501;3,070916319;7355
1977;13004;;7;1373;;;163328;239338,4018;;;1,465385003;3,262710002;3036
1978;13004;;7;1373;;;186460;310015,9004;;;1,662640247;3,692277228;6200
1979;13004;;7;1373;;;173691;320147,0523;;;1,843198855;3,439425743;12980
1980;13004;;7;1373;;;170765;347687,1197;;;2,036056099;3,381485149;1603
1981;13004;;7;1373;;;159948;380682,8801;;;2,380041514;3,167287129;15057
1982;13004;;7;1373;;;186899;521135,0744;;;2,788324573;3,700970297;5036
1983;13004;;10;1683;;;226741;616839,6709;;;2,720459339;4,489920792;31809
1984;13004;;10;1683;;;184724;540119,5505;;;2,923927321;3,65790099;5385
1985;13004;;10;1683;;;158738;485825,4428;;;3,060549099;3,143326733;22333
1986;13004;;10;1683;;;149446;571395,0274;;;3,823421352;2,870759537;20001
1987;13004;;10;1683;;;89345;347188,0093;;;3,885925449;1,716258788;21492
1988;13004;;10;1670;;;60935;259733,885;;;4,262474522;1,170521342;80616
1989;13004;;8;1372;;;68960;312127,5327;;;4,526211322;1,324676323;2664
1990;13004;;8;1372;;;71925;342652,9864;;;4,764031789;1,381632026;17645
1991;13004;;8;1372;;;64592;309687,7387;;;4,794521592;1,24076991;5826
1992;13004;3;8;1372;;3683;69826;347634,9822;11,38824512;;4,978589382;1,341311614;4082
1993;13004;3;8;1372;;3598;83287;420346,3032;13,36466684;;5,046961749;1,599888586;2356
1994;13004;3;8;1372;;3653;75137;375469,5811;12,14335354;;4,997132985;1,443332437;10696
1995;13004;3;8;1372;;3841;81775;402186,5763;12,4825984;;4,918209431;1,618890187;8688
1996;13004;3;8;1372;;3113;64189;311321,4738;12,48776787;;4,85007515;1,270742185;5524
1997;13004;3;6;1136;;3536;92447;438222,1701;13,90471091;;4,74025301;1,830162532;35575
1998;13004;2;5;952;;3277;103203;515056,4747;13,95591304;;4,990712235;2,043097816;1781
1999;13004;3;6;914;;3093;87590;438050,0551;14,98450911;;5,001142312;1,734009067;1703
2000;13004;2;5;819;;3120;90916;442021,352;15,65921621;;4,86186537;1,799853503;1281
2001;13004;2;5;819;;3232;101906;502636,4533;17,46266483;;4,932353868;2,017421258;20683
2002;13004;3;6;914;;2858;95829;477553,4;19,45067458;1;4,983391249;1,897115594;5031
2003;13004;3;6;914;;2854;80587;403468,8;17,63700429;1;5,006623897;1,521112139;29965
2004;13004;3;6;914;;2775;82382;424750,2;18,24083607;1;5,155861717;1,554993488;7908
2005;13004;3;6;779;;2847;70166;373565;17,85939727;1;5,32401733;1,324411559;155114
2006;13004;3;6;779;;2748;73442;385095,9;19,35398862;1;5,243537758;1,400522512;9936
2007;13004;3;6;779;;2756;64883;339394,2;17,00778526;1;5,230864787;1,234314956;5646
2008;13004;3;6;779;;3174;67755;365752,1;14,93012556;1;5,398156594;1,281151912;341
2009;13004;3;6;779;;4656;79891;444622,2;11,91233088;1;5,565360303;1,510626631;3869
2010;13004;2;5;684;;3741;71650;405376,45;13,27623841;1;5,657731333;1,354800892;17947
2011;13004;2;6;780;;3180;69678;414019,8;15,14683153;;5,941901317;1,317513141;4274
2012;13004;2;6;780;;6879;93951;613614,7;10,75624961;1;6,53122053;1,776481488;6177
2013;13004;2;6;780;;7519;94387;608564,45;10,0231818;1;6,447545213;1,784725636;11413
2014;13004;2;6;780;;7669;106903;650756;11,01366109;1;6,087350215;2,021385622;23169
2015;13004;2;6;714;;8040;112153;690065,27;12,33537689;1;6,152891764;2,12065575;54840
2016;13004;2;6;780;;7964;122154;742661,63;12,18503489;1;6,079716014;2,309760617;28832
2017;13004;2;6;714;;8018;121540;737455,77;13,35648428;1;6,067597252;2,298150739;3898
2018;13004;2;6;714;;8014;117409;710598,32;12,88932606;1;6,052332615;2,22003933;24271
2019;13004;2;6;714;;8190;122499;742444,91;13,20228655;1;6,060824252;2,316284083;1173
2020;13004;2;6;714;;4355;38310;226830,01;7,839919125;1;5,92090864;0,724388307;9482
1960;92004;;6;4257;;;618752;153367,3701;;;0,247865656;7,567165639;8875
1961;92004;;6;4257;;;543073;146991,4949;;;0,270666181;6,641632423;1048
1962;92004;;6;4207;;;495272;154640,9292;;;0,312234346;6,057039429;14974
1963;92004;;6;4215;;;437575;156505,6856;;;0,357665967;5,351421094;23963
1964;92004;;6;4215;;;402246;165562,0719;;;0,411594079;4,919357206;3627
1965;92004;;6;4175;;;364205;170999,0137;;;0,469513086;4,454126309;9566
1966;92004;;5;3481;;;326747;155307,2839;;;0,475313572;4,078576511;52897
1967;92004;;5;3481;;;346237;173495,5188;;;0,501088904;4,321857876;6387
1968;92004;;5;3481;;;341404;175677,9789;;;0,514575046;4,261530588;8294
1969;92004;;5;3481;;;297077;160265,993;;;0,539476274;3,708224633;6483
1970;92004;;4;3115;;;285714;166443,9895;;;0,582554546;3,566387478;21069
1971;92004;;6;2903;;;242445;158052,8907;;;0,651912354;3,214129469;6294
1972;92004;;6;2903;;;382285;378110,303;;;0,989079621;5,068009174;2154
1973;92004;;6;2903;;;388004;455414,608;;;1,173736889;5,143826809;4703
1974;92004;;6;2903;;;338882;432388,556;;;1,275926594;4,492609139;2628
1975;92004;;6;2903;;;263524;397145,0873;;;1,507054717;3,493576911;2628
1976;92004;;6;2918;;;272133;457984,8984;;;1,682945098;3,607707706;395
1977;92004;;4;893;;;231114;420678,3371;;;1,820220052;3,063912715;7184
1978;92004;;3;628;;;224855;453086,2541;;;2,01501525;3,163540949;8231
1979;92004;;3;568;;;219845;487327,2181;;;2,216685474;3,093054012;20817
1980;92004;;4;1051;;;215473;501968,7266;;;2,329613114;3,031543256;34846
1981;92004;;4;990;;;210336;562901,989;;;2,676203736;2,959269525;172366
1982;92004;;4;990;;;236734;700534,7912;;;2,959164257;3,330669556;21709
1983;92004;;4;990;;;225113;723620,6032;;;3,214477188;3,167170815;26379
1984;92004;;4;990;;;200071;687422,1938;;;3,435891228;2,814848685;1956
1985;92004;;4;990;;;177753;639099,0568;;;3,595433308;2,50085119;2615
1986;92004;;4;990;;;163471;728191,4241;;;4,454560284;2,275170494;12029
1987;92004;;4;990;;;135783;622034,5465;;;4,581092968;1,889812109;43086
1988;92004;;4;990;;;131248;628671,1111;;;4,789948122;1,826694502;6676
1989;92004;;4;990;;;114256;582290,9246;;;5,096370646;1,590201809;2642
1990;92004;;4;990;;;113211;587493,1497;;;5,189364547;1,57565762;2750
1991;92004;;4;990;;;96270;509853,5117;;;5,296078859;1,339874739;6518
1992;92004;2;4;990;;3391;90170;451321,047;13,61064822;;5,005223988;1,254975644;9580
1993;92004;2;4;990;;3810;133034;650099,1681;17,91327344;;4,886714435;1,851551844;3451
1994;92004;2;4;990;;3601;139508;667120,1009;19,63430218;;4,781948712;1,941656228;15971
1995;92004;2;4;990;;3645;140829;689617,917;19,86310258;;4,896845941;1,856995925;16365
1996;92004;1;3;548;;803;35927;177142,0993;25,05893841;;4,930612054;0,473739731;4277
1997;92004;1;4;646;;4901;159212;813912,3449;20,31216112;;5,112129393;2,099397392;2720
1998;92004;1;4;646;;5107;168541;875901,774;20,6777461;;5,19696557;2,222411224;21488
1999;92004;1;4;646;;5342;158741;824884,4055;18,54364282;;5,19641684;2,093186703;9584
2000;92004;1;4;646;;5907;178666;922831,5271;18,92772619;;5,165121103;2,355921252;4750
2001;92004;1;4;646;;5899;189317;986428,836;20,01897032;;5,210460952;2,496367209;9079
2002;92004;1;4;646;;5960;201260;1066157,42;20,88214238;1;5,297413396;2,653849704;2894
