annee;region;categorie;pourcentage
2014;Languedoc-Roussillon;séniors (35-49 ans);21,81057302
2015;Languedoc-Roussillon;séniors (35-49 ans);22,49776692
2005;Limousin;séniors (35-49 ans);
2006;Limousin;séniors (35-49 ans);
2007;Limousin;séniors (35-49 ans);
2008;Limousin;séniors (35-49 ans);
2009;Limousin;séniors (35-49 ans);
2010;Limousin;séniors (35-49 ans);26,66666667
2011;Limousin;séniors (35-49 ans);
2012;Limousin;séniors (35-49 ans);
2013;Limousin;séniors (35-49 ans);
2014;Limousin;séniors (35-49 ans);
2015;Limousin;séniors (35-49 ans);
2005;Lorraine;séniors (35-49 ans);25,6
2006;Lorraine;séniors (35-49 ans);27,4
2007;Lorraine;séniors (35-49 ans);27,9
2008;Lorraine;séniors (35-49 ans);28,17371938
2009;Lorraine;séniors (35-49 ans);25,50111359
2010;Lorraine;séniors (35-49 ans);26,46153846
2011;Lorraine;séniors (35-49 ans);31,33640553
2012;Lorraine;séniors (35-49 ans);29,15326902
2013;Lorraine;séniors (35-49 ans);31,24405291
2014;Lorraine;séniors (35-49 ans);26,91365358
2015;Lorraine;séniors (35-49 ans);29,66994858
2005;Midi-Pyrénées;séniors (35-49 ans);29,6
2006;Midi-Pyrénées;séniors (35-49 ans);30,7
2007;Midi-Pyrénées;séniors (35-49 ans);28,3
2008;Midi-Pyrénées;séniors (35-49 ans);26,76812892
2009;Midi-Pyrénées;séniors (35-49 ans);27,32707088
2010;Midi-Pyrénées;séniors (35-49 ans);29,01706886
2011;Midi-Pyrénées;séniors (35-49 ans);27,39059968
2012;Midi-Pyrénées;séniors (35-49 ans);28,4728214
2013;Midi-Pyrénées;séniors (35-49 ans);26,34884815
2014;Midi-Pyrénées;séniors (35-49 ans);27,63380097
2015;Midi-Pyrénées;séniors (35-49 ans);25,44310606
2005;Nord-Pas-de-Calais;séniors (35-49 ans);26,1
2006;Nord-Pas-de-Calais;séniors (35-49 ans);26,5
2007;Nord-Pas-de-Calais;séniors (35-49 ans);26,7
2008;Nord-Pas-de-Calais;séniors (35-49 ans);24,25271739
2009;Nord-Pas-de-Calais;séniors (35-49 ans);26,19372442
2010;Nord-Pas-de-Calais;séniors (35-49 ans);29,19254658
2011;Nord-Pas-de-Calais;séniors (35-49 ans);29,23289565
2012;Nord-Pas-de-Calais;séniors (35-49 ans);26,06867554
2013;Nord-Pas-de-Calais;séniors (35-49 ans);25,58915265
2014;Nord-Pas-de-Calais;séniors (35-49 ans);24,97679414
2015;Nord-Pas-de-Calais;séniors (35-49 ans);22,05441341
2005;Pays de la Loire;séniors (35-49 ans);22,5
2006;Pays de la Loire;séniors (35-49 ans);24,3
2007;Pays de la Loire;séniors (35-49 ans);26,4
2008;Pays de la Loire;séniors (35-49 ans);24,20606916
2009;Pays de la Loire;séniors (35-49 ans);21,65605096
2010;Pays de la Loire;séniors (35-49 ans);27,34117647
2011;Pays de la Loire;séniors (35-49 ans);26,88547486
2012;Pays de la Loire;séniors (35-49 ans);27,7173913
2013;Pays de la Loire;séniors (35-49 ans);25,50702601
2014;Pays de la Loire;séniors (35-49 ans);22,21756753
2015;Pays de la Loire;séniors (35-49 ans);24,43977533
2005;Picardie;séniors (35-49 ans);28,2
2006;Picardie;séniors (35-49 ans);25,2
2007;Picardie;séniors (35-49 ans);27,7
2008;Picardie;séniors (35-49 ans);26,58662093
2009;Picardie;séniors (35-49 ans);27,81954887
2010;Picardie;séniors (35-49 ans);28,03030303
2011;Picardie;séniors (35-49 ans);27,14025501
2012;Picardie;séniors (35-49 ans);27,76699029
2013;Picardie;séniors (35-49 ans);27,01089737
2014;Picardie;séniors (35-49 ans);22,65883761
2015;Picardie;séniors (35-49 ans);24,64008738
2005;Poitou-Charentes;séniors (35-49 ans);27,2
2006;Poitou-Charentes;séniors (35-49 ans);25,6
2007;Poitou-Charentes;séniors (35-49 ans);26,4
2008;Poitou-Charentes;séniors (35-49 ans);22,91666667
2009;Poitou-Charentes;séniors (35-49 ans);24,42622951
2010;Poitou-Charentes;séniors (35-49 ans);28,93518519
2011;Poitou-Charentes;séniors (35-49 ans);27,82071097
2012;Poitou-Charentes;séniors (35-49 ans);29,51724138
2013;Poitou-Charentes;séniors (35-49 ans);23,20833086
2014;Poitou-Charentes;séniors (35-49 ans);22,19217116
2015;Poitou-Charentes;séniors (35-49 ans);18,84289345
2005;Provence-Alpes-Côte-d'Azur;séniors (35-49 ans);30,6
2006;Provence-Alpes-Côte-d'Azur;séniors (35-49 ans);28,8
2007;Provence-Alpes-Côte-d'Azur;séniors (35-49 ans);29,1
2008;Provence-Alpes-Côte-d'Azur;séniors (35-49 ans);27,44399185
2009;Provence-Alpes-Côte-d'Azur;séniors (35-49 ans);30,48713738
2010;Provence-Alpes-Côte-d'Azur;séniors (35-49 ans);28,39956252
2011;Provence-Alpes-Côte-d'Azur;séniors (35-49 ans);27,73195876
2012;Provence-Alpes-Côte-d'Azur;séniors (35-49 ans);29,49678801
2013;Provence-Alpes-Côte-d'Azur;séniors (35-49 ans);26,11499192
2014;Provence-Alpes-Côte-d'Azur;séniors (35-49 ans);24,53511238
2015;Provence-Alpes-Côte-d'Azur;séniors (35-49 ans);25,45107315
2005;Rhône-Alpes;séniors (35-49 ans);25,8
2006;Rhône-Alpes;séniors (35-49 ans);27,7
2007;Rhône-Alpes;séniors (35-49 ans);26,3
2008;Rhône-Alpes;séniors (35-49 ans);23,41747573
2009;Rhône-Alpes;séniors (35-49 ans);25,88778409
2010;Rhône-Alpes;séniors (35-49 ans);28,99802567
2011;Rhône-Alpes;séniors (35-49 ans);27,46132208
2012;Rhône-Alpes;séniors (35-49 ans);28,36956522
2013;Rhône-Alpes;séniors (35-49 ans);26,26550527
2014;Rhône-Alpes;séniors (35-49 ans);26,31826802
2015;Rhône-Alpes;séniors (35-49 ans);26,67900037
2005;Alsace;vétérans (50 ans et plus);25,1
2006;Alsace;vétérans (50 ans et plus);25,5
2007;Alsace;vétérans (50 ans et plus);23,6
2008;Alsace;vétérans (50 ans et plus);22,2513089
2009;Alsace;vétérans (50 ans et plus);23,90438247
2010;Alsace;vétérans (50 ans et plus);24,36901654
2011;Alsace;vétérans (50 ans et plus);30,16627078
2012;Alsace;vétérans (50 ans et plus);26,09238452
2013;Alsace;vétérans (50 ans et plus);32,73212087
2014;Alsace;vétérans (50 ans et plus);36,35044671
2015;Alsace;vétérans (50 ans et plus);37,49846189
2005;Aquitaine;vétérans (50 ans et plus);31,2
2006;Aquitaine;vétérans (50 ans et plus);34,6
2007;Aquitaine;vétérans (50 ans et plus);32
2008;Aquitaine;vétérans (50 ans et plus);32,67561168
2009;Aquitaine;vétérans (50 ans et plus);31,34822167
2010;Aquitaine;vétérans (50 ans et plus);35,73684211
2011;Aquitaine;vétérans (50 ans et plus);43,24324324
2012;Aquitaine;vétérans (50 ans et plus);35,51952837
2013;Aquitaine;vétérans (50 ans et plus);37,93726852
2014;Aquitaine;vétérans (50 ans et plus);43,41758105
2015;Aquitaine;vétérans (50 ans et plus);42,48688593
2005;Auvergne;vétérans (50 ans et plus);28,1
2006;Auvergne;vétérans (50 ans et plus);32,8
2007;Auvergne;vétérans (50 ans et plus);25,9
2008;Auvergne;vétérans (50 ans et plus);25,05543237
2009;Auvergne;vétérans (50 ans et plus);26,88172043
2010;Auvergne;vétérans (50 ans et plus);27,92792793
2011;Auvergne;vétérans (50 ans et plus);33,1002331
2012;Auvergne;vétérans (50 ans et plus);27,5210084
2013;Auvergne;vétérans (50 ans et plus);40,45654518
2014;Auvergne;vétérans (50 ans et plus);40,33025744
2015;Auvergne;vétérans (50 ans et plus);42,07041449
2005;Basse-Normandie;vétérans (50 ans et plus);33,3
2006;Basse-Normandie;vétérans (50 ans et plus);34
2007;Basse-Normandie;vétérans (50 ans et plus);25,8
2008;Basse-Normandie;vétérans (50 ans et plus);24,42105263
2009;Basse-Normandie;vétérans (50 ans et plus);20,4494382
2010;Basse-Normandie;vétérans (50 ans et plus);28,17869416
2011;Basse-Normandie;vétérans (50 ans et plus);32,35294118
2012;Basse-Normandie;vétérans (50 ans et plus);29,26356589
2013;Basse-Normandie;vétérans (50 ans et plus);34,85330394
2014;Basse-Normandie;vétérans (50 ans et plus);42,51495043
2015;Basse-Normandie;vétérans (50 ans et plus);38,8448552
2005;Bourgogne;vétérans (50 ans et plus);26,9
2006;Bourgogne;vétérans (50 ans et plus);25,7
2007;Bourgogne;vétérans (50 ans et plus);25,6
2008;Bourgogne;vétérans (50 ans et plus);24,9122807
2009;Bourgogne;vétérans (50 ans et plus);27,27272727
2010;Bourgogne;vétérans (50 ans et plus);28,90025575
2011;Bourgogne;vétérans (50 ans et plus);36,17021277
2012;Bourgogne;vétérans (50 ans et plus);35,39412674
2013;Bourgogne;vétérans (50 ans et plus);40,06920318
2014;Bourgogne;vétérans (50 ans et plus);40,73371784
2015;Bourgogne;vétérans (50 ans et plus);43,30478812
2005;Bretagne;vétérans (50 ans et plus);27,2
2006;Bretagne;vétérans (50 ans et plus);30,1
2007;Bretagne;vétérans (50 ans et plus);27,5
2008;Bretagne;vétérans (50 ans et plus);24,93786247
2009;Bretagne;vétérans (50 ans et plus);24,48979592
2010;Bretagne;vétérans (50 ans et plus);26,91278759
2011;Bretagne;vétérans (50 ans et plus);31,77570093
2012;Bretagne;vétérans (50 ans et plus);27,45519713
2013;Bretagne;vétérans (50 ans et plus);32,55783588
2014;Bretagne;vétérans (50 ans et plus);37,85166732
2015;Bretagne;vétérans (50 ans et plus);42,67229836
2005;Centre;vétérans (50 ans et plus);29,7
2006;Centre;vétérans (50 ans et plus);31,3
2007;Centre;vétérans (50 ans et plus);29
2008;Centre;vétérans (50 ans et plus);24,40782698
2009;Centre;vétérans (50 ans et plus);26,13636364
2010;Centre;vétérans (50 ans et plus);28,21939587
2011;Centre;vétérans (50 ans et plus);31,47368421
2012;Centre;vétérans (50 ans et plus);30,97261568
2013;Centre;vétérans (50 ans et plus);34,20114048
2014;Centre;vétérans (50 ans et plus);38,55748719
2015;Centre;vétérans (50 ans et plus);40,83309984
2005;Champagne-Ardenne;vétérans (50 ans et plus);22,9
2006;Champagne-Ardenne;vétérans (50 ans et plus);27,7
2007;Champagne-Ardenne;vétérans (50 ans et plus);20,4
2008;Champagne-Ardenne;vétérans (50 ans et plus);28,98172324
2009;Champagne-Ardenne;vétérans (50 ans et plus);25,06393862
2010;Champagne-Ardenne;vétérans (50 ans et plus);28,43137255
2011;Champagne-Ardenne;vétérans (50 ans et plus);31,56498674
2012;Champagne-Ardenne;vétérans (50 ans et plus);22,95454545
2013;Champagne-Ardenne;vétérans (50 ans et plus);28,91039016
2014;Champagne-Ardenne;vétérans (50 ans et plus);32,19978229
2015;Champagne-Ardenne;vétérans (50 ans et plus);37,07643725
2005;Corse;vétérans (50 ans et plus);
2006;Corse;vétérans (50 ans et plus);
2007;Corse;vétérans (50 ans et plus);
2008;Corse;vétérans (50 ans et plus);
2009;Corse;vétérans (50 ans et plus);
2010;Corse;vétérans (50 ans et plus);
2011;Corse;vétérans (50 ans et plus);
2012;Corse;vétérans (50 ans et plus);
2013;Corse;vétérans (50 ans et plus);
2014;Corse;vétérans (50 ans et plus);
2015;Corse;vétérans (50 ans et plus);
2005;Franche-Comté;vétérans (50 ans et plus);25,6
2006;Franche-Comté;vétérans (50 ans et plus);24,2
2007;Franche-Comté;vétérans (50 ans et plus);22,7
2008;Franche-Comté;vétérans (50 ans et plus);21,31147541
2009;Franche-Comté;vétérans (50 ans et plus);25,12953368
2010;Franche-Comté;vétérans (50 ans et plus);29,26356589
2011;Franche-Comté;vétérans (50 ans et plus);35,1744186
2012;Franche-Comté;vétérans (50 ans et plus);22,94617564
2013;Franche-Comté;vétérans (50 ans et plus);38,89343849
2014;Franche-Comté;vétérans (50 ans et plus);36,25761979
2015;Franche-Comté;vétérans (50 ans et plus);36,8346297
2005;Haute-Normandie;vétérans (50 ans et plus);26,5
2006;Haute-Normandie;vétérans (50 ans et plus);28,7
2007;Haute-Normandie;vétérans (50 ans et plus);23,9
2008;Haute-Normandie;vétérans (50 ans et plus);23,84219554
2009;Haute-Normandie;vétérans (50 ans et plus);24
2010;Haute-Normandie;vétérans (50 ans et plus);26,96202532
2011;Haute-Normandie;vétérans (50 ans et plus);32,82312925
2012;Haute-Normandie;vétérans (50 ans et plus);30,69466882
2013;Haute-Normandie;vétérans (50 ans et plus);36,59753715
2014;Haute-Normandie;vétérans (50 ans et plus);39,39949207
2015;Haute-Normandie;vétérans (50 ans et plus);37,54955742
2005;Ile-de-France;vétérans (50 ans et plus);35,4
2006;Ile-de-France;vétérans (50 ans et plus);30
2007;Ile-de-France;vétérans (50 ans et plus);28,5
2008;Ile-de-France;vétérans (50 ans et plus);27,64627911
2009;Ile-de-France;vétérans (50 ans et plus);26,11670785
2010;Ile-de-France;vétérans (50 ans et plus);28,92418414
2011;Ile-de-France;vétérans (50 ans et plus);35,85195293
2012;Ile-de-France;vétérans (50 ans et plus);29,84478936
2013;Ile-de-France;vétérans (50 ans et plus);34,88555916
2014;Ile-de-France;vétérans (50 ans et plus);39,91702445
2015;Ile-de-France;vétérans (50 ans et plus);36,97937948
2005;Languedoc-Roussillon;vétérans (50 ans et plus);37,3
2006;Languedoc-Roussillon;vétérans (50 ans et plus);38,2
2007;Languedoc-Roussillon;vétérans (50 ans et plus);33,6
2008;Languedoc-Roussillon;vétérans (50 ans et plus);35,1010101
2009;Languedoc-Roussillon;vétérans (50 ans et plus);33,94584139
2010;Languedoc-Roussillon;vétérans (50 ans et plus);36,86730506
2011;Languedoc-Roussillon;vétérans (50 ans et plus);42,55924171
2012;Languedoc-Roussillon;vétérans (50 ans et plus);36,52416357
2013;Languedoc-Roussillon;vétérans (50 ans et plus);38,74674677
2014;Languedoc-Roussillon;vétérans (50 ans et plus);44,09927064
2015;Languedoc-Roussillon;vétérans (50 ans et plus);43,00758236
2005;Limousin;vétérans (50 ans et plus);
2006;Limousin;vétérans (50 ans et plus);
2007;Limousin;vétérans (50 ans et plus);
2008;Limousin;vétérans (50 ans et plus);
2009;Limousin;vétérans (50 ans et plus);
2010;Limousin;vétérans (50 ans et plus);32
2011;Limousin;vétérans (50 ans et plus);
2012;Limousin;vétérans (50 ans et plus);
2013;Limousin;vétérans (50 ans et plus);
2014;Limousin;vétérans (50 ans et plus);
2015;Limousin;vétérans (50 ans et plus);
2005;Lorraine;vétérans (50 ans et plus);26,4
2006;Lorraine;vétérans (50 ans et plus);28
2007;Lorraine;vétérans (50 ans et plus);23,1
2008;Lorraine;vétérans (50 ans et plus);21,71492205
2009;Lorraine;vétérans (50 ans et plus);20,93541203
2010;Lorraine;vétérans (50 ans et plus);23,61538462
2011;Lorraine;vétérans (50 ans et plus);28,34101382
2012;Lorraine;vétérans (50 ans et plus);26,68810289
2013;Lorraine;vétérans (50 ans et plus);30,70555535
2014;Lorraine;vétérans (50 ans et plus);37,13522555
2015;Lorraine;vétérans (50 ans et plus);32,47840752
2005;Midi-Pyrénées;vétérans (50 ans et plus);28,7
2006;Midi-Pyrénées;vétérans (50 ans et plus);30,6
2007;Midi-Pyrénées;vétérans (50 ans et plus);28,7
2008;Midi-Pyrénées;vétérans (50 ans et plus);23,54521038
2009;Midi-Pyrénées;vétérans (50 ans et plus);22,80102477
2010;Midi-Pyrénées;vétérans (50 ans et plus);26,72160094
2011;Midi-Pyrénées;vétérans (50 ans et plus);34,19773096
2012;Midi-Pyrénées;vétérans (50 ans et plus);30,54357204
2013;Midi-Pyrénées;vétérans (50 ans et plus);34,16283405
2014;Midi-Pyrénées;vétérans (50 ans et plus);33,91562141
2015;Midi-Pyrénées;vétérans (50 ans et plus);37,71276387
2005;Nord-Pas-de-Calais;vétérans (50 ans et plus);23
2006;Nord-Pas-de-Calais;vétérans (50 ans et plus);24,5
2007;Nord-Pas-de-Calais;vétérans (50 ans et plus);22,5
2008;Nord-Pas-de-Calais;vétérans (50 ans et plus);26,5625
2009;Nord-Pas-de-Calais;vétérans (50 ans et plus);24,69304229
2010;Nord-Pas-de-Calais;vétérans (50 ans et plus);25,46583851
2011;Nord-Pas-de-Calais;vétérans (50 ans et plus);33,51762267
2012;Nord-Pas-de-Calais;vétérans (50 ans et plus);27,82060266
2013;Nord-Pas-de-Calais;vétérans (50 ans et plus);32,3654596
2014;Nord-Pas-de-Calais;vétérans (50 ans et plus);34,98471765
2015;Nord-Pas-de-Calais;vétérans (50 ans et plus);34,99317442
2005;Pays de la Loire;vétérans (50 ans et plus);30,6
2006;Pays de la Loire;vétérans (50 ans et plus);31,4
2007;Pays de la Loire;vétérans (50 ans et plus);23,7
2008;Pays de la Loire;vétérans (50 ans et plus);21,80663373
2009;Pays de la Loire;vétérans (50 ans et plus);23,92073602
2010;Pays de la Loire;vétérans (50 ans et plus);25,97647059
2011;Pays de la Loire;vétérans (50 ans et plus);32,54189944
2012;Pays de la Loire;vétérans (50 ans et plus);27,7173913
2013;Pays de la Loire;vétérans (50 ans et plus);30,5325581
2014;Pays de la Loire;vétérans (50 ans et plus);35,50104325
2015;Pays de la Loire;vétérans (50 ans et plus);35,48166328
2005;Picardie;vétérans (50 ans et plus);28
2006;Picardie;vétérans (50 ans et plus);31
2007;Picardie;vétérans (50 ans et plus);24,8
2008;Picardie;vétérans (50 ans et plus);25,55746141
2009;Picardie;vétérans (50 ans et plus);25,37593985
2010;Picardie;vétérans (50 ans et plus);27,65151515
2011;Picardie;vétérans (50 ans et plus);33,15118397
2012;Picardie;vétérans (50 ans et plus);27,76699029
2013;Picardie;vétérans (50 ans et plus);32,32807318
2014;Picardie;vétérans (50 ans et plus);34,33368713
2015;Picardie;vétérans (50 ans et plus);33,76762853
2005;Poitou-Charentes;vétérans (50 ans et plus);36,3
2006;Poitou-Charentes;vétérans (50 ans et plus);35,3
2007;Poitou-Charentes;vétérans (50 ans et plus);29,8
2008;Poitou-Charentes;vétérans (50 ans et plus);32,8525641
2009;Poitou-Charentes;vétérans (50 ans et plus);30,98360656
2010;Poitou-Charentes;vétérans (50 ans et plus);33,44907407
2011;Poitou-Charentes;vétérans (50 ans et plus);36,01236476
2012;Poitou-Charentes;vétérans (50 ans et plus);35,5862069
2013;Poitou-Charentes;vétérans (50 ans et plus);43,41129758
2014;Poitou-Charentes;vétérans (50 ans et plus);46,97531219
2015;Poitou-Charentes;vétérans (50 ans et plus);46,78327146
2005;Provence-Alpes-Côte-d'Azur;vétérans (50 ans et plus);35,2
2006;Provence-Alpes-Côte-d'Azur;vétérans (50 ans et plus);36,2
2007;Provence-Alpes-Côte-d'Azur;vétérans (50 ans et plus);34,6
2008;Provence-Alpes-Côte-d'Azur;vétérans (50 ans et plus);33,85947047
2009;Provence-Alpes-Côte-d'Azur;vétérans (50 ans et plus);32,34811166
2010;Provence-Alpes-Côte-d'Azur;vétérans (50 ans et plus);35,80021874
2011;Provence-Alpes-Côte-d'Azur;vétérans (50 ans et plus);41,90721649
2012;Provence-Alpes-Côte-d'Azur;vétérans (50 ans et plus);36,83083512
2013;Provence-Alpes-Côte-d'Azur;vétérans (50 ans et plus);42,5822669
2014;Provence-Alpes-Côte-d'Azur;vétérans (50 ans et plus);44,48434784
2015;Provence-Alpes-Côte-d'Azur;vétérans (50 ans et plus);45,00984159
2005;Rhône-Alpes;vétérans (50 ans et plus);27,9
2006;Rhône-Alpes;vétérans (50 ans et plus);29
2007;Rhône-Alpes;vétérans (50 ans et plus);25,4
2008;Rhône-Alpes;vétérans (50 ans et plus);25,78640777
2009;Rhône-Alpes;vétérans (50 ans et plus);23,25994318
2010;Rhône-Alpes;vétérans (50 ans et plus);27,12240869
2011;Rhône-Alpes;vétérans (50 ans et plus);31,64556962
2012;Rhône-Alpes;vétérans (50 ans et plus);30,39855072
2013;Rhône-Alpes;vétérans (50 ans et plus);35,67915766
2014;Rhône-Alpes;vétérans (50 ans et plus);36,9852473
2015;Rhône-Alpes;vétérans (50 ans et plus);38,49535215
2005;Alsace;CSP+;26,4
2006;Alsace;CSP+;25,8
2007;Alsace;CSP+;25,9
2008;Alsace;CSP+;23,69109948
2009;Alsace;CSP+;27,22443559
2010;Alsace;CSP+;26,02262837
2011;Alsace;CSP+;37,05463183
2012;Alsace;CSP+;28,33957553
2013;Alsace;CSP+;28,32203533
2014;Alsace;CSP+;28,89553301
2015;Alsace;CSP+;28,99119211
2005;Aquitaine;CSP+;24,3
2006;Aquitaine;CSP+;25,2
2007;Aquitaine;CSP+;29,4
2008;Aquitaine;CSP+;25,01973165
2009;Aquitaine;CSP+;25,97187758
2010;Aquitaine;CSP+;24,10526316
2011;Aquitaine;CSP+;27,02702703
2012;Aquitaine;CSP+;24,90788504
2013;Aquitaine;CSP+;27,25967758
2014;Aquitaine;CSP+;25,34478935
2015;Aquitaine;CSP+;28,27479723
2005;Auvergne;CSP+;25,3
2006;Auvergne;CSP+;23
2007;Auvergne;CSP+;28,6
2008;Auvergne;CSP+;29,93348115
2009;Auvergne;CSP+;26,66666667
2010;Auvergne;CSP+;27,77777778
2011;Auvergne;CSP+;29,37062937
2012;Auvergne;CSP+;26,68067227
2013;Auvergne;CSP+;24,9209117
2014;Auvergne;CSP+;28,10069356
2015;Auvergne;CSP+;30,24085492
2005;Basse-Normandie;CSP+;26,6
2006;Basse-Normandie;CSP+;24,8
2007;Basse-Normandie;CSP+;27,8
2008;Basse-Normandie;CSP+;26,52631579
2009;Basse-Normandie;CSP+;24,71910112
2010;Basse-Normandie;CSP+;19,75945017
2011;Basse-Normandie;CSP+;23,52941176
2012;Basse-Normandie;CSP+;24,41860465
2013;Basse-Normandie;CSP+;26,19770589
2014;Basse-Normandie;CSP+;21,81796799
2015;Basse-Normandie;CSP+;24,87494194
2005;Bourgogne;CSP+;25,5
2006;Bourgogne;CSP+;23,7
2007;Bourgogne;CSP+;26,1
2008;Bourgogne;CSP+;25,43859649
2009;Bourgogne;CSP+;28,54545455
2010;Bourgogne;CSP+;22,76214834
2011;Bourgogne;CSP+;28,90070922
2012;Bourgogne;CSP+;28,28438949
2013;Bourgogne;CSP+;23,11011664
2014;Bourgogne;CSP+;25,2003013
2015;Bourgogne;CSP+;25,97940917
2005;Bretagne;CSP+;20,6
2006;Bretagne;CSP+;26,3
2007;Bretagne;CSP+;28,4
2008;Bretagne;CSP+;26,67771334
2009;Bretagne;CSP+;24,72527473
2010;Bretagne;CSP+;24,50508293
2011;Bretagne;CSP+;28,894081
2012;Bretagne;CSP+;25,59139785
2013;Bretagne;CSP+;23,64792734
2014;Bretagne;CSP+;26,11262067
2015;Bretagne;CSP+;25,34383544
2005;Centre;CSP+;19,1
2006;Centre;CSP+;26,1
2007;Centre;CSP+;28,2
2008;Centre;CSP+;28,52729145
2009;Centre;CSP+;25
2010;Centre;CSP+;26,94753577
2011;Centre;CSP+;30,63157895
2012;Centre;CSP+;26,25118036
2013;Centre;CSP+;29,20737902
2014;Centre;CSP+;26,58395416
2015;Centre;CSP+;28,50608495
2005;Champagne-Ardenne;CSP+;27,9
2006;Champagne-Ardenne;CSP+;29,1
2007;Champagne-Ardenne;CSP+;31
2008;Champagne-Ardenne;CSP+;24,80417755
2009;Champagne-Ardenne;CSP+;23,52941176
2010;Champagne-Ardenne;CSP+;24,90196078
2011;Champagne-Ardenne;CSP+;25,99469496
2012;Champagne-Ardenne;CSP+;29,77272727
2013;Champagne-Ardenne;CSP+;24,79815846
2014;Champagne-Ardenne;CSP+;23,51558647
2015;Champagne-Ardenne;CSP+;23,60411066
2005;Corse;CSP+;
2006;Corse;CSP+;
2007;Corse;CSP+;
2008;Corse;CSP+;
2009;Corse;CSP+;
2010;Corse;CSP+;
2011;Corse;CSP+;
2012;Corse;CSP+;
2013;Corse;CSP+;
2014;Corse;CSP+;
2015;Corse;CSP+;
2005;Franche-Comté;CSP+;22,4
2006;Franche-Comté;CSP+;24
2007;Franche-Comté;CSP+;25,4
2008;Franche-Comté;CSP+;25,13661202
2009;Franche-Comté;CSP+;24,61139896
2010;Franche-Comté;CSP+;24,2248062
2011;Franche-Comté;CSP+;29,06976744
2012;Franche-Comté;CSP+;24,36260623
2013;Franche-Comté;CSP+;24,78431489
2014;Franche-Comté;CSP+;22,65307345
2015;Franche-Comté;CSP+;22,99605357
2005;Haute-Normandie;CSP+;28,3
2006;Haute-Normandie;CSP+;23,9
2007;Haute-Normandie;CSP+;28,3
2008;Haute-Normandie;CSP+;26,9296741
2009;Haute-Normandie;CSP+;30,83333333
2010;Haute-Normandie;CSP+;24,81012658
2011;Haute-Normandie;CSP+;25,68027211
2012;Haute-Normandie;CSP+;25,04038772
2013;Haute-Normandie;CSP+;25,71009119
2014;Haute-Normandie;CSP+;23,33741175
2015;Haute-Normandie;CSP+;21,32336342
2005;Ile-de-France;CSP+;39,5
2006;Ile-de-France;CSP+;36,2
2007;Ile-de-France;CSP+;32,2
2008;Ile-de-France;CSP+;36,94376065
2009;Ile-de-France;CSP+;38,75689033
2010;Ile-de-France;CSP+;37,7342102
2011;Ile-de-France;CSP+;41,83864916
2012;Ile-de-France;CSP+;40,17738359
2013;Ile-de-France;CSP+;42,14488881
2014;Ile-de-France;CSP+;42,95462277
2015;Ile-de-France;CSP+;42,42999239
2005;Languedoc-Roussillon;CSP+;23,1
2006;Languedoc-Roussillon;CSP+;24,9
2007;Languedoc-Roussillon;CSP+;29,4
2008;Languedoc-Roussillon;CSP+;26,26262626
2009;Languedoc-Roussillon;CSP+;23,98452611
2010;Languedoc-Roussillon;CSP+;25,44459644
2011;Languedoc-Roussillon;CSP+;27,96208531
2012;Languedoc-Roussillon;CSP+;26,95167286
2013;Languedoc-Roussillon;CSP+;24,97674386
2014;Languedoc-Roussillon;CSP+;27,27947869
2015;Languedoc-Roussillon;CSP+;25,36673289
2005;Limousin;CSP+;
2006;Limousin;CSP+;
2007;Limousin;CSP+;
2008;Limousin;CSP+;
2009;Limousin;CSP+;
2010;Limousin;CSP+;20,66666667
2011;Limousin;CSP+;
2012;Limousin;CSP+;
2013;Limousin;CSP+;
2014;Limousin;CSP+;
2015;Limousin;CSP+;
2005;Lorraine;CSP+;21,9
2006;Lorraine;CSP+;23,8
2007;Lorraine;CSP+;28,8
2008;Lorraine;CSP+;25,38975501
2009;Lorraine;CSP+;27,1714922
2010;Lorraine;CSP+;21,07692308
2011;Lorraine;CSP+;27,30414747
2012;Lorraine;CSP+;24,65166131
2013;Lorraine;CSP+;26,49506903
2014;Lorraine;CSP+;27,89516474
2015;Lorraine;CSP+;28,25565154
2005;Midi-Pyrénées;CSP+;28,4
2006;Midi-Pyrénées;CSP+;28
2007;Midi-Pyrénées;CSP+;31,4
2008;Midi-Pyrénées;CSP+;29,18531782
2009;Midi-Pyrénées;CSP+;29,80358668
2010;Midi-Pyrénées;CSP+;28,13419659
2011;Midi-Pyrénées;CSP+;30,71312804
2012;Midi-Pyrénées;CSP+;31,8377912
2013;Midi-Pyrénées;CSP+;32,12301495
2014;Midi-Pyrénées;CSP+;35,09541432
2015;Midi-Pyrénées;CSP+;33,30971863
2005;Nord-Pas-de-Calais;CSP+;26,3
2006;Nord-Pas-de-Calais;CSP+;24,9
2007;Nord-Pas-de-Calais;CSP+;24,8
2008;Nord-Pas-de-Calais;CSP+;25,4076087
2009;Nord-Pas-de-Calais;CSP+;25,579809
2010;Nord-Pas-de-Calais;CSP+;24,3191591
2011;Nord-Pas-de-Calais;CSP+;29,30200415
2012;Nord-Pas-de-Calais;CSP+;25,50805886
2013;Nord-Pas-de-Calais;CSP+;27,20014726
2014;Nord-Pas-de-Calais;CSP+;26,74859592
2015;Nord-Pas-de-Calais;CSP+;25,89830469
2005;Pays de la Loire;CSP+;21,8
2006;Pays de la Loire;CSP+;22,9
2007;Pays de la Loire;CSP+;26,8
2008;Pays de la Loire;CSP+;24,34721242
